"Authors","Author full names","Author(s) ID","Title","Year","Link"
"Albuquerque H.J.O.; De Aquino Junior G.S., Jr.","Albuquerque, Heldon Jose Oliveira (56340309300); De Aquino Junior, Gibeon Soares (35787927400)","56340309300; 35787927400","A proxy-based solution for interoperability of smart home protocols","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908887693&doi=10.1109%2fCISIS.2014.96&partnerID=40&md5=7e9fc7d95115d0fd40172ae4214f05ef"
"Lima A.D.D.; Barros C.A.; Silveira L.F.Q.; Xavier-De-Souza S.; Valderrama C.A.","Lima, Arthur D.D. (57203183985); Barros, Carlos A (56023311400); Silveira, Luiz Felipe Q. (56363591700); Xavier-De-Souza, Samuel (59170006300); Valderrama, Carlos A. (6602815648)","57203183985; 56023311400; 56363591700; 59170006300; 6602815648","Parallel cyclostationarity-exploiting algorithm for energy-efficient spectrum sensing","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893247533&doi=10.1587%2ftranscom.E97.B.326&partnerID=40&md5=734db0190d1bbc76bd1bbcf6408c57eb"
"Macedo D.; Silva I.; Guedes L.A.; Portugal P.; Vasques F.","Macedo, Daniel (8988932700); Silva, Ivanovitch (36537969500); Guedes, Luiz Affonso (35761038800); Portugal, Paulo (8528261900); Vasques, Francisco (6603542902)","8988932700; 36537969500; 35761038800; 8528261900; 6603542902","A framework for dependability evaluation of industrial processes","2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890693525&doi=10.1109%2fETFA.2013.6648117&partnerID=40&md5=b8efe6fc13849a07fdf9fccacef46774"
"Mezzomo I.; Bedregal B.C.; Santiago R.H.N.","Mezzomo, Ivan (55414202100); Bedregal, Benjamín C. (15520790700); Santiago, Regivan H.N. (7006674404)","55414202100; 15520790700; 7006674404","Types of fuzzy ideals in fuzzy lattices","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921925646&doi=10.3233%2fIFS-141374&partnerID=40&md5=e8f91de31725484f41d08ed5e3c15f33"
"de Azevedo Dantas A.F.O.; Maitelli A.L.; da Silva Linhares L.L.; de Araujo F.M.U.","de Azevedo Dantas, Andre Felipe Oliveira (57203395728); Maitelli, Andre Laurindo (6602549353); da Silva Linhares, Leandro Luttiane (56532488400); de Araujo, Fabio Meneghetti Ugulino (35316777100)","57203395728; 6602549353; 56532488400; 35316777100","A Modified Matricial PSO Algorithm Applied to System Identification with Convergence Analysis","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923842632&doi=10.1007%2fs40313-014-0160-4&partnerID=40&md5=76650974b9785a807e871cc06626af3c"
"Da Silva G.S.; Mattozo T.C.; Costa J.A.F.; Fernandes Neto A.P.; De França R.L.S.","Da Silva, Gutembergue Soares (55337051300); Mattozo, Teófilo Camara (55336990600); Costa, José Alfredo Ferreira (7402460809); Fernandes Neto, André Pedro (55336664000); De França, Ricardo Luiz Soares (55019991100)","55337051300; 55336990600; 7402460809; 55336664000; 55019991100","Mobile Communications Market Segmentation: An Analysis of Data Combining Self-organizing Maps and Structural Equation Modeling","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942764729&doi=10.1109%2fTLA.2015.7273803&partnerID=40&md5=4552bd85775caeb3b7d1c3497a7c9af9"
"Denis Mendonca Oliveira F.; Soares Semente R.; Doolan Fernandes J.; Augusto Correia Melo T.; Ortiz Salazar A.","Denis Mendonca Oliveira, Felipe (56644868500); Soares Semente, Rodrigo (56105065700); Doolan Fernandes, Jefferson (56785091400); Augusto Correia Melo, Talison (59159806400); Ortiz Salazar, Andres (7102422753)","56644868500; 56105065700; 56785091400; 59159806400; 7102422753","SEREE: An energy-efficient wireless sensor network embedded system to be applied on plunger lift oil elevation method","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929378501&doi=10.1109%2fTLA.2015.7106374&partnerID=40&md5=068c5aed22ddf4e2fe83ff3e42826752"
"Bustince H.; Galar M.; Bedregal B.; Koleśarov́a A.; Mesiar R.","Bustince, Humberto (55034746100); Galar, Mikel (35731257600); Bedregal, Benjamin (15520790700); Koleśarov́a, Anna (55917658200); Mesiar, Radko (7004621213)","55034746100; 35731257600; 15520790700; 55917658200; 7004621213","A new approach to interval-valued choquet integrals and the problem of ordering in interval-valued fuzzy set applications","2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897584161&doi=10.1109%2fTFUZZ.2013.2265090&partnerID=40&md5=ca7679c36596da9cfad11c3ad9f47507"
"da Silva M.C.C.; Sens M.L.; Soares C.; Neto C.O.A.","da Silva, Márcio Claudio Cardoso (55834016600); Sens, Maurício Luiz (15027498900); Soares, Clarissa (55978302700); Neto, Cícero Onofre de Andrade (55977833400)","55834016600; 15027498900; 55978302700; 55977833400","Water purification by direct solar distillation process in isolated households; [Potabilização de água por processo de destilação solar direta para residências isoladas]","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891304408&doi=10.4025%2factascitechnol.v36i1.18737&partnerID=40&md5=9802734ad923195ba486cf9f02ed98e8"
"Vitor Silva P.; Ferreira Pinheiro R.; Ortiz Salazar A.; Pereira Do Santos Junior L.; Cesar De Azevedo C.","Vitor Silva, Paulo (56644759500); Ferreira Pinheiro, Ricardo (7004083401); Ortiz Salazar, Andres (7102422753); Pereira Do Santos Junior, Luciano (56644825500); Cesar De Azevedo, Christian (56644771200)","56644759500; 7004083401; 7102422753; 56644825500; 56644771200","A proposal for a new wind turbine topology using an electromagnetic frequency regulator","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929376448&doi=10.1109%2fTLA.2015.7106347&partnerID=40&md5=776585c2e70aa102c2f4152e3a26a6e5"
"Probst R.A.; Lo Curto G.; Avila G.; Canto Martins B.L.; De Medeiros J.R.; Esposito M.; González Hernández J.I.; Hänsch T.W.; Holzwarth R.; Kerber F.; Leão I.C.; Manescau A.; Pasquini L.; Rebolo-López R.; Steinmetz T.; Udem T.; Wu Y.","Probst, Rafael A. (55414079500); Lo Curto, Gaspare (55936516300); Avila, Gerardo (16020655300); Canto Martins, Bruno L. (6504310831); De Medeiros, José R. (7006360096); Esposito, Massimiliano (57214531455); González Hernández, Jonay I. (8870015300); Hänsch, Theodor W. (7004983583); Holzwarth, Ronald (7004252324); Kerber, Florian (55918378700); Leão, Izan C. (36974912900); Manescau, Antonio (6602714562); Pasquini, Luca (7006771898); Rebolo-López, Rafael (36490343100); Steinmetz, Tilo (6603854695); Udem, Thomas (7004183807); Wu, Yuanjie (56514253400)","55414079500; 55936516300; 16020655300; 6504310831; 7006360096; 57214531455; 8870015300; 7004983583; 7004252324; 55918378700; 36974912900; 6602714562; 7006771898; 36490343100; 6603854695; 7004183807; 56514253400","A laser frequency comb featuring sub-cm/s precision for routine operation on HARPS","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922693726&doi=10.1117%2f12.2055784&partnerID=40&md5=a43246c9563aaf88ddbc8412f0188bbd"
"Ferreira R.; Denver W.; Pereira M.; Quadros J.; Carro L.; Wong S.","Ferreira, Ricardo (35556989700); Denver, Waldir (56382525600); Pereira, Monica (23135826400); Quadros, Jorge (23025648500); Carro, Luigi (7004254095); Wong, Stephan (55451141300)","35556989700; 56382525600; 23135826400; 23025648500; 7004254095; 55451141300","A run-time modulo scheduling by using a binary translation mechanism","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907887183&doi=10.1109%2fSAMOS.2014.6893197&partnerID=40&md5=386f07056c5f27a7d63b342575509790"
"Maximo A.; Velho L.; Siqueira M.","Maximo, Andre (22235144400); Velho, Luiz (7004125398); Siqueira, Marcelo (15019841600)","22235144400; 7004125398; 15019841600","Adaptive multi-chart and multiresolution mesh representation","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890175579&doi=10.1016%2fj.cag.2013.11.013&partnerID=40&md5=d69b768f4e1c4f8f1e34f335caf77e1e"
"De Souza A.C.D.; Fernandes M.A.C.","De Souza, Alisson C. D. (56402558600); Fernandes, Marcelo A. C. (7202947679)","56402558600; 7202947679","Proposal for parallel fixed point implementation of a radial basis function network in an FPGA","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922164364&doi=10.1109%2fSPL.2014.7002204&partnerID=40&md5=259302858696d47b37cba345c842763a"
"Fontes A.I.R.; De M. Martins A.; Silveira L.F.Q.; Principe J.C.","Fontes, Aluisio I.R. (55763633400); De M. Martins, Allan (56337603400); Silveira, Luiz F.Q. (56363591700); Principe, J.C. (36045958600)","55763633400; 56337603400; 56363591700; 36045958600","Performance evaluation of the correntropy coefficient in automatic modulation classification","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906539705&doi=10.1016%2fj.eswa.2014.07.023&partnerID=40&md5=dc5d0abe556027602e77999c8bf81645"
"Semente R.S.; Silva A.; Salazar A.O.; Oliveira F.D.M.; Lock A.S.","Semente, Rodrigo S. (56105065700); Silva, Alexandre (57198695141); Salazar, Andres O. (7102422753); Oliveira, Felipe D. M. (56105199700); Lock, Alberto S. (14834340200)","56105065700; 57198695141; 7102422753; 56105199700; 14834340200","A energy efficient WSN system for limited power source environments","2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897825817&doi=10.1109%2fICSensT.2013.6727641&partnerID=40&md5=38ff93b6222fdacc8ae6e72620bf7b06"
"Silva J.C.S.D.; Carvalho R.J.M.D.; Pimenta A.F.D.S.; Carvalho P.V.R.D.","Silva, Jane Ciambele Souza da (57193007215); Carvalho, Ricardo José Matos de (55189180800); Pimenta, Alícia Fernada da Silva (57193009179); Carvalho, Paulo Victor Rodrigues de (55064232800)","57193007215; 55189180800; 57193009179; 55064232800","The Meetings of Disaster Victims as a Space for Developing Community Resilience","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009985904&doi=10.1016%2fj.promfg.2015.07.222&partnerID=40&md5=8bf5f805925e06108ff3a2b018054453"
"Dimuro G.P.; Bedregal B.; Santiago R.H.N.","Dimuro, Graçaliz Pereira (6508226260); Bedregal, Benjamín (15520790700); Santiago, Regivan Hugo Nunes (7006674404)","6508226260; 15520790700; 7006674404","On (G, N)-implications derived from grouping functions","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901804964&doi=10.1016%2fj.ins.2014.04.021&partnerID=40&md5=01d562ee5ac553ea89b73c16ceb203bc"
"Aquino da Silva A.G.; Amaro V.E.; Stattegger K.; Schwarzer K.; Vital H.; Heise B.","Aquino da Silva, André Giskard (56563105100); Amaro, Venerando E. (6506521492); Stattegger, Karl (6701702400); Schwarzer, Klaus (6701743306); Vital, Helenice (6603239016); Heise, Björn (35800070700)","56563105100; 6506521492; 6701702400; 6701743306; 6603239016; 35800070700","Spectral calibration of CBERS 2B multispectral satellite images to assess suspended sediment concentration","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925249754&doi=10.1016%2fj.isprsjprs.2015.02.011&partnerID=40&md5=d9df9984bf438da0e4b5bef61675fa4e"
"Reiser R.H.S.; Bedregal B.; Baczyński M.","Reiser, Renata H.S. (8240172800); Bedregal, Benjamin (15520790700); Baczyński, Michał (6507407234)","8240172800; 15520790700; 6507407234","Aggregating fuzzy implications","2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885053834&doi=10.1016%2fj.ins.2013.08.026&partnerID=40&md5=e1e378f7eac5ca3a21d84c2b954bbc51"
"Nunes D.C.; Pinto J.E.M.G.; Fonseca D.G.V.; Maitelli A.L.; Araújo F.M.U.","Nunes, Diogo C. (56414404200); Pinto, Jan E.M.G. (56414005500); Fonseca, Daniel G.V. (57211301002); Maitelli, André L. (6602549353); Araújo, Fábio M.U. (35316777100)","56414404200; 56414005500; 57211301002; 6602549353; 35316777100","Relay based PID auto-tuning applied to a multivariable level control system","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910030156&doi=10.5220%2f0005063907410748&partnerID=40&md5=f4cdb22b043c85af9990bd646e9c43d4"
"Costa D.G.; Guedes L.A.; Vasques F.; Portugal P.","Costa, Daniel G. (35519411300); Guedes, Luiz Affonso (35761038800); Vasques, Francisco (6603542902); Portugal, Paulo (8528261900)","35519411300; 35761038800; 6603542902; 8528261900","Research trends in wireless visual sensor networks when exploiting prioritization","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921455342&doi=10.3390%2fs150101760&partnerID=40&md5=b68a8808d20a8b55381e3a87d1f27c90"
"Lima R.G.F.; Leitão G.; Guedes L.A.; Bezerra V.; Venleslau A.","Lima, Raphaela G. F. (55970479200); Leitão, Gustavo (55028638700); Guedes, Luiz Affonso (35761038800); Bezerra, Vanja (56204475400); Venleslau, Allan (55971652800)","55970479200; 55028638700; 35761038800; 56204475400; 55971652800","Economic evaluation of industrial processes with ontology","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902370494&doi=10.1109%2fICNSC.2014.6819646&partnerID=40&md5=59f1d5873fadf8c0869bd202c7947214"
"Nobre M.; Silva I.; Guedes L.A.; Smys S.","Nobre, Marcelo (36700244000); Silva, Ivanovitch (36537969500); Guedes, Luiz Affonso (35761038800); Smys, S. (35732489900)","36700244000; 36537969500; 35761038800; 35732489900","Performance evaluation of WirelessHART networks using a new network simulator 3 module","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927799972&doi=10.1016%2fj.compeleceng.2014.05.005&partnerID=40&md5=128ffd143c09533a9db2e0d69906e2a4"
"Santos A.; Lopes D.; Cesar J.; Luciano L.; Neto A.; Guedes L.A.; Silva I.","Santos, Anderson (56732313200); Lopes, Daniel (58421675600); Cesar, Julio (56732667200); Luciano, Layon (56732655800); Neto, Adriao (7102618949); Guedes, Luiz Affonso (35761038800); Silva, Ivanovitch (36537969500)","56732313200; 58421675600; 56732667200; 56732655800; 7102618949; 35761038800; 36537969500","Assessment of WirelessHART networks in closed-loop control system","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937680684&doi=10.1109%2fICIT.2015.7125417&partnerID=40&md5=9b933bdc720e295536a504431af7dc53"
"Reiser R.H.S.; Bedregal B.","Reiser, Renata Hax Sander (8240172800); Bedregal, Benjamín (15520790700)","8240172800; 15520790700","K-operators: An approach to the generation of interval-valued fuzzy implications from fuzzy implications and vice versa","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888644022&doi=10.1016%2fj.ins.2012.12.047&partnerID=40&md5=9931e16ac366928966e8724494007d09"
"Costa D.G.; Silva I.; Guedes L.A.; Vasques F.; Portugal P.","Costa, Daniel G. (35519411300); Silva, Ivanovitch (36537969500); Guedes, Luiz Affonso (35761038800); Vasques, Francisco (6603542902); Portugal, Paulo (8528261900)","35519411300; 36537969500; 35761038800; 6603542902; 8528261900","Availability issues in wireless visual sensor networks","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893914138&doi=10.3390%2fs140202795&partnerID=40&md5=ec1b17b2549d2e3c00fd23d3e6b99daa"
"De Araújo A.D., Jr.; Rodrigues M.A.F.; Gurgel A.R.; Diniz A.A.R.; Da Mata W.","De Araújo, A.D. (14015206500); Rodrigues, M.A.F. (35146691800); Gurgel, A.R. (6507539734); Diniz, A.A.R. (37020093100); Da Mata, W. (15046381300)","14015206500; 35146691800; 6507539734; 37020093100; 15046381300","Oil recovery by electromagnetic heating method in fractured oil wells","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929339953&doi=10.1109%2fTLA.2015.7106351&partnerID=40&md5=41f34a97ddba9eb793845fc1341b8de4"
"Sena da Rocha A.L.; Guedes de Medeiros P.; Lee Ho L.","Sena da Rocha, André Luiz (56499375000); Guedes de Medeiros, Pledson (56499344000); Lee Ho, Linda (57217846894)","56499375000; 56499344000; 57217846894","Economical control chart with supplementary rules to monitor the average number of defects","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921967331&doi=10.1007%2fs00170-014-6237-1&partnerID=40&md5=a8c5fa2351aa0aa3bd0285e0b7045b92"
"Silva H.A.; Maitelli A.L.; Leão C.P.; Seabra E.A.","Silva, Humberto A. (56895663100); Maitelli, André L. (6602549353); Leão, Celina P. (16424469200); Seabra, Eurico A. (57226201353)","56895663100; 6602549353; 16424469200; 57226201353","Multiple model SPGPC for blood pressure control","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943546553&doi=10.5220%2f0005540805630568&partnerID=40&md5=a5475ad01e7ce9840663426e54671cc7"
"De Albuquerque Silva C.A.; Doria Neto A.D.; Oliveira J.A.N.; Melo J.D.; Barbalho D.S.; Avelino A.M.","De Albuquerque Silva, Carlos Alberto (56349215000); Doria Neto, Adriao Duarte (7102618949); Oliveira, Jose Alberto Nicolau (24724037300); Melo, Jorge Dantas (55664205300); Barbalho, David Simonetti (6508332156); Avelino, Alvaro Medeiros (35955484400)","56349215000; 7102618949; 24724037300; 55664205300; 6508332156; 35955484400","Definition of an Architecture to Configure Artificial Neural Networks Topologies Using Partial Reconfiguraton in FPGA","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942741586&doi=10.1109%2fTLA.2015.7273763&partnerID=40&md5=a407427ad18d5bbfc5ee10bc95cf6b4d"
"Melo J.; Melo E.","Melo, João (56581380500); Melo, Elda (56581474900)","56581380500; 56581474900","Massive open online course in teacher training: Between limitations and possibilities","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84926310421&doi=10.1007%2f978-3-319-16486-1_123&partnerID=40&md5=9031c504a676a6f1affce649b1c9528f"
"Mendes Neto F.M.; Da Costa A.A.L.; Sombra E.L.; Moreira J.D.C.; Valentim R.A.M.; Samper J.J.; Do Nascimento R.P.C.; Flores C.D.","Mendes Neto, F.M. (25722158100); Da Costa, A.A.L. (56204910900); Sombra, E.L. (56205641200); Moreira, J.D.C. (56205143800); Valentim, R.A.M. (35606294400); Samper, J.J. (15623587300); Do Nascimento, R.P.C. (17433823000); Flores, C.D. (7103184976)","25722158100; 56204910900; 56205641200; 56205143800; 35606294400; 15623587300; 17433823000; 7103184976","Content's personalized recommendation for implementing ubiquitous learning in health 2.0","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921826396&doi=10.1109%2fTLA.2014.7014522&partnerID=40&md5=9ca935be87618f5077b3bc481a659480"
"Venceslau A.; Lima R.; Guedes L.A.; Silva I.","Venceslau, Allan (55971652800); Lima, Raphaela (55970479200); Guedes, Luiz Affonso (35761038800); Silva, Ivanovitch (36537969500)","55971652800; 55970479200; 35761038800; 36537969500","Ontology for computer-aided fault tree synthesis","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946685483&doi=10.1109%2fETFA.2014.7005334&partnerID=40&md5=4072bc815b56c465c0b5192f6f39f9d9"
"Linhares L.L.S.; Araújo J.M., Jr.; Araújo F.M.U.; Yoneyama T.","Linhares, Leandro L.S. (56028590400); Araújo, José M. (59159775600); Araújo, Fábio M.U. (35316777100); Yoneyama, Takashi (7202091914)","56028590400; 59159775600; 35316777100; 7202091914","A nonlinear system identification approach based on Fuzzy Wavelet Neural Network","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920069887&doi=10.3233%2fIFS-141293&partnerID=40&md5=cd28dcf326c347cf47d1b3dfb8819fae"
"Vale M.R.B.G.; Martins R.S.; Maitelli A.L.","Vale, Marcelo R.B.G. (36656666000); Martins, Rodrigo S. (56735376600); Maitelli, Andre L. (6602549353)","36656666000; 56735376600; 6602549353","Hybrid method for fault detection and identification based on state observers and decision trees","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937855850&doi=10.3166%2fJESA.48.185-210&partnerID=40&md5=5cf4c0ecdd691bc0f1907887a3c33a32"
"Belfort D.; Catunda S.Y.C.; Aboushady H.","Belfort, Diomadson (24775112000); Catunda, Sebastian Y. C. (6602674444); Aboushady, Hassan (6602629520)","24775112000; 6602674444; 6602629520","Design of RF BAW-based ΣΔ Modulators","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904569766&doi=10.1109%2fLASCAS.2014.6820294&partnerID=40&md5=48719993f865807c2e5d05f396649740"
"Leitão G.; Guedes L.A.; Venceslau A.","Leitão, Gustavo (55028638700); Guedes, Luiz Affonso (35761038800); Venceslau, Allan (55971652800)","55028638700; 35761038800; 55971652800","Alarm processing for predictive fault diagnosis","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946692847&doi=10.1109%2fETFA.2014.7005302&partnerID=40&md5=bf574dd561450940b5fd79fb1db2ff13"
"Cruz A.; Bedregal B.; Santiago R.","Cruz, Anderson (10239866700); Bedregal, Benjamín (15520790700); Santiago, Regivan (7006674404)","10239866700; 15520790700; 7006674404","On the boolean-like law I(x, I(y, x)) = 1","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901806002&doi=10.1142%2fS0218488514500093&partnerID=40&md5=67c0c62c9af0c2c8c973dbca134417fa"
"De Souza D.C.; Neto A.D.D.; Guedes L.A.","De Souza, Danilo Curvelo (56597609100); Neto, Adrião Duarte Dória (7102618949); Guedes, Luiz Affonso (35761038800)","56597609100; 7102618949; 35761038800","BR-PlantExpert: A rule-based expert system for operation support in industrial processes","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946690664&doi=10.1109%2fETFA.2014.7005324&partnerID=40&md5=d32213b2df353efd965876d7a9b72768"
"Borges Neto J.B.; Silva T.H.; Assunção R.M.; Mini R.A.F.; Loureiro A.A.F.","Borges Neto, João B. (57193215800); Silva, Thiago H. (55419845400); Assunção, Renato Martins (55898882900); Mini, Raquel A. F. (6604033334); Loureiro, Antonio A. F. (7006541504)","57193215800; 55419845400; 55898882900; 6604033334; 7006541504","Sensing in the collaborative internet of things","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928665701&doi=10.3390%2fs150306607&partnerID=40&md5=9c3f7e420b81ba913c77d56e0178bfb8"
"De Oliveira Cavalcanti A.L.","De Oliveira Cavalcanti, Anderson Luiz (8275338200)","8275338200","A proposal based on frequency response for multi-model controllers","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943525094&doi=10.5220%2f0005546202230229&partnerID=40&md5=a3e4a927522f708dd34b631320ac64f7"
"Fernandes D.R.M.; Rocha C.; Aloise D.; Ribeiro G.M.; Santos E.M.; Silva A.","Fernandes, Diogo R.M. (57213350777); Rocha, Caroline (25927437400); Aloise, Daniel (12759644500); Ribeiro, Glaydston M. (14009673300); Santos, Enilson M. (22036318400); Silva, Allyson (57211991683)","57213350777; 25927437400; 12759644500; 14009673300; 22036318400; 57211991683","A simple and effective genetic algorithm for the two-stage capacitated facility location problem","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905059015&doi=10.1016%2fj.cie.2014.05.023&partnerID=40&md5=ddda34892c65b6b9b10ccb3a22eb3c00"
"Queiroz Dos Santos J.P.; De Melo J.D.; Duarte Neto A.D.; Aloise D.","Queiroz Dos Santos, João Paulo (56074969000); De Melo, Jorge Dantas (55664205300); Duarte Neto, Adrião Dória (7102618949); Aloise, Daniel (12759644500)","56074969000; 55664205300; 7102618949; 12759644500","Reactive Search strategies using Reinforcement Learning, local search algorithms and Variable Neighborhood Search","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896503080&doi=10.1016%2fj.eswa.2014.01.040&partnerID=40&md5=a368115469f9b72b66478ef189024df3"
"Baptista C.D.S.; Pires C.E.S.; Leite D.F.B.; De Oliveira M.G.; De Lima Junior O.F.","Baptista, Cláudio De Souza (6507173467); Pires, Carlos Eduardo Santos (35176316700); Leite, Daniel Farias Batista (56307776200); De Oliveira, Maxwell Guimarães (55510916100); De Lima Junior, Odilon Francisco (55511599900)","6507173467; 35176316700; 56307776200; 55510916100; 55511599900","NoSQL geographic databases: An overview","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988976865&doi=10.1201%2fb16871&partnerID=40&md5=b3375b0c13226b3b10e43be63847265a"
"Semente R.S.; Oliveira F.D.M.; Lock A.S.; Melo T.A.C.; Junior S.N.; Salazar A.O.","Semente, R.S. (56105065700); Oliveira, F.D.M. (56105199700); Lock, A.S. (14834340200); Melo, T.A.C. (56315609700); Junior, S.N. (59050122300); Salazar, A.O. (7102422753)","56105065700; 56105199700; 14834340200; 56315609700; 59050122300; 7102422753","Energy-efficient WSN systems","2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947132829&doi=10.1007%2f978-3-319-10948-0_6&partnerID=40&md5=159cbba32d9e398e3004de4cf4222824"
"Costa B.S.J.; Angelov P.P.; Guedes L.A.","Costa, Bruno Sielly Jales (25122100700); Angelov, Plamen Parvanov (7003690831); Guedes, Luiz Affonso (35761038800)","25122100700; 7003690831; 35761038800","Real-time fault detection using recursive density estimation","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903705686&doi=10.1007%2fs40313-014-0128-4&partnerID=40&md5=3cddfb50b1a503949ca553194b313c77"
"Sobral C.E.L.; Cruz A.J.D.O.; Thome A.C.G.","Sobral, Ciro E. L. (56741065500); Cruz, Adriano J. De O. (7202516733); Thome, Antonio C. G. (6603773148)","56741065500; 7202516733; 6603773148","Diesel engines diagnosis through analysis of lubricating oil","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938151010&doi=10.1109%2fsmc.2014.6974344&partnerID=40&md5=9f154e5679bbbf9bb98fc735209300eb"
"Queiroz K.; Dias S.; Araujo A.","Queiroz, Kurios (24831035000); Dias, Samaherni (16177129200); Araujo, Aldayr (14015206500)","24831035000; 16177129200; 14015206500","Modular variable structure adaptive backstepping controller: Design and stability analysis","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897467543&doi=10.1016%2fj.jfranklin.2013.09.026&partnerID=40&md5=cd1cf1ac93a428c61bbe191c35033653"
"Pinto F.; Kulesza U.; Guerra E.","Pinto, Felipe (58773515900); Kulesza, Uirá (12645089300); Guerra, Eduardo (24476299600)","58773515900; 12645089300; 24476299600","An automated architectural evaluation approach based on metadata and code analysis","2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927740642&doi=10.1007%2f978-3-319-09492-2_29&partnerID=40&md5=d730d9bd2fe0c5a4b81e9c458ae98791"
"Viégas Jr. R.; Affonso L.; Vasques F.; Portugal P.; Moraes R.","Viégas Jr., Raimundo (16644346100); Affonso, Luiz (55266058500); Vasques, Francisco (6603542902); Portugal, Paulo (8528261900); Moraes, Ricardo (13805411600)","16644346100; 55266058500; 6603542902; 8528261900; 13805411600","Real-time industrial communication over IEEE802.11e wireless local area networks","2012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862993087&doi=10.1109%2fTLA.2012.6222592&partnerID=40&md5=6a05e49406fd066569c1d8647e073379"
"Ferreira R.; Duarte V.; Meireles W.; Pereira M.; Carro L.; Wong S.","Ferreira, Ricardo (35556989700); Duarte, Vinicius (55946500400); Meireles, Waldir (55562171500); Pereira, Monica (23135826400); Carro, Luigi (7004254095); Wong, Stephan (55451141300)","35556989700; 55946500400; 55562171500; 23135826400; 7004254095; 55451141300","A just-in-time modulo scheduling for virtual coarse-grained reconfigurable architectures","2013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888868700&doi=10.1109%2fSAMOS.2013.6621122&partnerID=40&md5=dc13d8bb6637a36a712d012b390d25ad"
"Benjamim X.C.; Gomes R.B.; Burlamaqui A.F.; Goncalves L.M.G.","Benjamim, Xiankleber C. (55437929600); Gomes, Rafael B. (23396733500); Burlamaqui, Aquiles F. (55437702900); Goncalves, Luiz Marcos G. (58069927800)","55437929600; 23396733500; 55437702900; 58069927800","Visual identification of medicine boxes using features matching","2012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867959509&doi=10.1109%2fVECIMS.2012.6273190&partnerID=40&md5=f27da92d58e5c5602411928fb1edcfd6"
